timestamp,episode,reward_mean,is_win,invalid_click_rate,win_rate_recent,epsilon,eval_avg_reward,eval_win_rate,eval_avg_steps,eval_avg_invalid_rate,eval_seconds_since_last_eval,eval_duration_seconds
2026-06-07T13:10:27.221749,16096,0.5454545454545454,1,0.0,0.96,0.02000000000000001,,,,,,
2026-06-07T13:10:41.299993,16097,0.5625,1,0.0,0.96,0.02000000000000001,,,,,,
2026-06-07T13:10:58.156096,16098,0.55,1,0.0,0.96,0.02000000000000001,,,,,,
2026-06-07T13:11:09.533746,16099,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:11:26.690624,16100,0.55,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:11:38.280701,16101,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:11:50.972039,16102,0.5714285714285714,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:12:09.101731,16103,0.5454545454545454,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:12:29.949599,16104,0.5384615384615384,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:12:38.734100,16105,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:12:50.095831,16106,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:13:01.431576,16107,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:13:26.442821,16108,0.53125,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:13:40.430446,16109,0.5625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:13:50.518513,16110,0.6,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:13:59.178781,16111,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:14:03.733733,16112,1.0,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:14:15.368053,16113,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:14:23.993997,16114,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:14:35.264846,16115,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:14:54.822678,16116,0.5416666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:15:10.073777,16117,0.5555555555555556,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:15:18.802855,16118,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:15:30.114881,16119,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:15:41.391588,16120,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:15:49.991976,16121,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:16:08.070924,16122,0.5454545454545454,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:16:15.324870,16123,0.6666666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:16:32.226018,16124,0.55,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:16:39.432293,16125,0.6666666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:16:58.718202,16126,0.5416666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:17:14.151026,16127,0.5555555555555556,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:17:24.283980,16128,0.6,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:17:30.158196,16129,0.75,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:17:41.460038,16130,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:17:56.953631,16131,0.5555555555555556,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:18:05.592678,16132,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:18:18.299400,16133,0.5714285714285714,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:18:26.869803,16134,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:18:36.936855,16135,0.6,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:18:53.600536,16136,0.55,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:02.342489,16137,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:15.107760,16138,0.5714285714285714,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:20.986339,16139,0.75,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:26.913824,16140,0.75,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:31.493324,16141,1.0,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:38.758022,16142,0.6666666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:48.547923,16143,0.35,1,0.2,0.97,0.02000000000000001,,,,,,
2026-06-07T13:19:57.116575,16144,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:20:04.475852,16145,0.6666666666666666,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:20:17.295169,16146,0.5714285714285714,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:20:29.787974,16147,0.39285714285714285,1,0.14285714285714285,0.97,0.02000000000000001,,,,,,
2026-06-07T13:20:38.561195,16148,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:20:51.123969,16149,0.39285714285714285,1,0.14285714285714285,0.97,0.02000000000000001,,,,,,
2026-06-07T13:21:00.005814,16150,0.625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:21:14.168398,16151,0.5625,1,0.0,0.97,0.02000000000000001,,,,,,
2026-06-07T13:21:25.448168,16152,0.5833333333333334,1,0.0,0.97,0.02000000000000001,,,,,,
