timestamp,episode,reward_mean,is_win,invalid_click_rate,win_rate_recent,epsilon,eval_avg_reward,eval_win_rate,eval_avg_steps,eval_avg_invalid_rate,eval_seconds_since_last_eval,eval_duration_seconds
2026-06-07T05:10:17.892011,13641,0.5454545454545454,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:10:28.184345,13642,0.375,1,0.16666666666666666,0.88,0.02000000000000001,,,,,,
2026-06-07T05:10:38.536393,13643,0.5833333333333334,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:10:47.234495,13644,0.6666666666666666,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:10:57.709124,13645,0.5833333333333334,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:11:13.345395,13646,0.55,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:11:19.967577,13647,0.10000000000000002,0,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:11:29.253194,13648,0.6,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:11:49.600874,13649,0.5357142857142857,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:11:56.322957,13650,0.6666666666666666,1,0.0,0.88,0.02000000000000001,,,,,,
2026-06-07T05:12:56.564845,13650,,,,,,3.203333333333333,0.9333333333333333,5.633333333333334,0.0,2287.471170300003,60.087922799997614
2026-06-07T05:13:04.674699,13651,0.2,0,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:13:14.160234,13652,0.6,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:13:28.828532,13653,0.5555555555555556,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:13:39.537714,13654,0.5833333333333334,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:13:47.685799,13655,0.625,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:13:57.268366,13656,0.625,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:14:04.095167,13657,0.6666666666666666,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:14:12.121298,13658,0.625,1,0.0,0.87,0.02000000000000001,,,,,,
2026-06-07T05:14:23.812987,13659,0.5714285714285714,1,0.0,0.87,0.02000000000000001,,,,,,
